ShortName,Variable,LongName,Source
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.HOPD01.Status,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT079.TT03,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.FM.YST01.BH02,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.FI.UTR03.CO2_ZS_Open,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSI04.OrderID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT082.DWS.PI004,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.BOI03.TT02,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ02.Qty06,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSI06.RecipeID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT051.BatchID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSH04.Qty04,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT090.Status,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ03.Status,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.FI.KGF04.StepID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.HOPD04.EopID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT062.BatchID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT117.StepID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.VC06.Status,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSI04.Qty02,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.FI.KGF01.RecipeID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSH03.TT02,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ03.TT02,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT061.EopID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ02.Qty06Dev,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT043.TTSP01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT058.StepID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.FI.BBT21.BrandID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.LTN04.LT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT047.RecipeID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT068.TTSP01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.BOI06.FT0102SP,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ02.Qty07,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT105.DWS.PI001,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT024.DWS.PI001,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.BOI01.Qty01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.WHI02.Msg01Ack,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.BOI06.Qty08,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT056.DWS.PI002,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.PHT01.RecipeID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSI04.Qty01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.BCT01.DO01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSI07.OrderID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ02.Qty07Dev,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.LTN02.Status,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT051.EopID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.FI.BBT20.BrandID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.LTN05.Qty01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT047.OrderID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT056.Status,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ02.RecipeID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSH02.TT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT058.RecipeID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT029.OrderID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT011.Status,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSI06.BatchID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSH04.TT02,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT040.RecipeID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT092.Status,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ02.RecipeTypeID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.FI.KGF04.EBC01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.HOPD06.EopID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT095.Status,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ02.Running,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT028.DWS.PI001,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSH04.Qty02,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ02.Status,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.HOPD03.EopID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT062.OrderID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT117.EopID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.LTN03.FT03,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.PCU1.Held.Sparging Water,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ02.StepID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT079.BatchID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.YST07.TT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.LTN03.OG01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.PCU1.Held.Wort Preheater1,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT061.Status,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.BOI03.RecipeID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ02.TT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSI03.OrderID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT012.TT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.VC04.RecipeTypeID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ02.TT02,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT070.StepID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT023.TTSP01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.VC06.OrderID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSH01.Qty07,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT084.TT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT075.DWS.PI004,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.YST03.BrandID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.BOI01.FT02,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT113.TT02,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT001.Running,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.LTN05.OG02,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.PCU2.Held.SelectLauterTun,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT123.TT03,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.BOI05.OrderID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.LTN01.BatchID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ02.ZS01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT009.TTSP01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.PHT03.EopID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ03.Agitator,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT089.TT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.WHI03.LT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT087.TTDev,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT037.TT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT061.DWS.PI004,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.LTN02.Hight,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT080.TTSP01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSI02.TT01SP,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSI03.Qty01SP,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.PHE02.TT02SP,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT068.DWS.PI002,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ03.Alarm004,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT036.DWS.PI001,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSI08.TT02SP,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.PHE05.TT02,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSH03.Running,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ03.BatchID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.LTN04.FT02,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT071.RecipeID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ03.EopID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT081.OrderID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT019.BatchID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ03.FT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT093.StepID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT084.TTDev,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSH03.RecipeTypeID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT035.LT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT058.DWS.PI004,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT005.DWS.PI001,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT058.LT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSH01.Qty05SP,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.RM2.MTSilo04.HS01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSI05.Qty01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.HOPD01.RecipeID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ03.FT01SP,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT049.TTSP01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT056.StepID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.FI.UTR04.CO2_ZS_Open,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.FI.BBT15.BrandID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.LTN05.Agitator,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT086.DWS.PI001,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.PHE06.EopID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.LTN04.OG01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.LTN04.Running,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ03.LT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.RM2.RCSilo01.HS01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSI06.Qty01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSI02.TT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.PHE03.BatchID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ03.Msg01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT035.TTSP01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.RM2.RCSilo01.LS01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSI07.Qty01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSI05.TT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.HOPD04.Status,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSI02.Qty01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.BOI04.TT02,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ03.Msg01Ack,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT036.TTSP01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT018.StepID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT001.TT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.CIP11.FT01SP,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT099.DWS.PI003,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.YST09.StepID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSH02.Qty07Dev,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT055.TT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.VC03.OrderID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ03.Opened01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT092.LT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT050.DWS.PI004,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSH02.Opened01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.ADJ03.OrderID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT129.Running,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.MSH03.LT01,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.CF.UT060.OrderID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.PHE05.EopID,SP01_PROCSEEGETWAY2,ProcessGateways
12e4f62c-2399-4d59-88ee-8f4aac42fa00,APAC.FOS.BREW.BH.LTN04.EopID,SP01_PROCSEEGETWAY2,ProcessGateways
